id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7476417,2010-01-01 09:34:00,820,3311,$5.23,Swipe Transaction,50783,Harwich,MA,2645.0,5411,
7476418,2010-01-01 09:34:00,917,3410,$0.75,Swipe Transaction,75567,Alhambra,CA,91803.0,5411,
7476419,2010-01-01 09:34:00,1253,2561,$100.79,Swipe Transaction,37372,New York,NY,10012.0,7538,
7476420,2010-01-01 09:34:00,1797,1127,$21.14,Swipe Transaction,59935,Kailua,HI,96734.0,5499,
7476421,2010-01-01 09:35:00,811,2079,$13.02,Swipe Transaction,89589,Saint Louis,MO,63125.0,5411,
7476422,2010-01-01 09:35:00,1076,1021,$-96.00,Swipe Transaction,61195,Fayetteville,NC,28306.0,5541,
7476423,2010-01-01 09:35:00,1209,3387,$13.86,Swipe Transaction,22938,Yonkers,NY,10710.0,5812,
7476424,2010-01-01 09:35:00,1461,2090,$2.40,Swipe Transaction,50783,Clinton,OH,44216.0,5411,
7476425,2010-01-01 09:35:00,1808,4702,$32.28,Online Transaction,41122,ONLINE,,,4784,
7476427,2010-01-01 09:35:00,1977,965,$0.61,Swipe Transaction,14528,Dyer,IN,46311.0,5499,
7476429,2010-01-01 09:36:00,285,3442,$3.08,Swipe Transaction,75781,Watsonville,CA,95076.0,5411,
7476430,2010-01-01 09:36:00,750,3250,$100.00,Swipe Transaction,27092,Charlotte,NC,28215.0,4829,
7476432,2010-01-01 09:36:00,1645,1047,$4.16,Swipe Transaction,68671,Smith Center,KS,66967.0,5541,
7476433,2010-01-01 09:36:00,1797,1127,$99.00,Swipe Transaction,59935,Kailua,HI,96734.0,5499,
7476434,2010-01-01 09:37:00,442,112,$186.26,Swipe Transaction,73661,Thackerville,OK,73459.0,7995,
7476435,2010-01-01 09:37:00,514,2155,$2.82,Swipe Transaction,44919,Melbourne,FL,32901.0,5814,
7476436,2010-01-01 09:37:00,1076,1021,$96.00,Swipe Transaction,61195,Fayetteville,NC,28306.0,5541,
7476437,2010-01-01 09:37:00,1302,5464,$-230.00,Swipe Transaction,58730,Glade Spring,VA,24340.0,7011,
7476438,2010-01-01 09:37:00,1776,4938,$40.66,Swipe Transaction,61195,Nashport,OH,43830.0,5541,
7476439,2010-01-01 09:38:00,1302,5464,$55.36,Swipe Transaction,58730,Glade Spring,VA,24340.0,7011,
7476440,2010-01-01 09:38:00,1575,2112,$10.38,Swipe Transaction,61195,Sarasota,FL,34232.0,5541,
7476441,2010-01-01 09:39:00,1115,4225,$24.42,Swipe Transaction,13370,Tyler,TX,75706.0,5621,
7476442,2010-01-01 09:39:00,1194,4614,$21.64,Swipe Transaction,69956,Chattanooga,TN,37421.0,5310,
7476443,2010-01-01 09:39:00,1516,1002,$17.24,Swipe Transaction,49239,Milpitas,CA,95035.0,5813,
7476444,2010-01-01 09:39:00,1962,3371,$0.31,Swipe Transaction,20519,Chicago,IL,60625.0,5942,
7476445,2010-01-01 09:40:00,506,4513,$2.02,Swipe Transaction,50783,Lancaster,NY,14086.0,5411,
7476448,2010-01-01 09:40:00,1398,4930,$105.26,Swipe Transaction,20561,Parsippany,NJ,7054.0,5912,
7476449,2010-01-01 09:40:00,1412,3436,$4.84,Swipe Transaction,39637,Bowling Green,KY,42103.0,5411,
7476450,2010-01-01 09:41:00,451,3768,$67.49,Swipe Transaction,18131,Garland,TX,75043.0,4111,
7476451,2010-01-01 09:41:00,716,4715,$3.95,Swipe Transaction,59935,Banning,CA,92220.0,5499,
7476452,2010-01-01 09:41:00,1150,2551,$4.20,Swipe Transaction,15715,Hurst,TX,76054.0,5411,
7476453,2010-01-01 09:41:00,1645,5878,$78.37,Swipe Transaction,68671,Smith Center,KS,66967.0,5541,
7476455,2010-01-01 09:41:00,1725,2238,$62.42,Swipe Transaction,61195,Henrico,VA,23228.0,5541,
7476454,2010-01-01 09:41:00,1725,2238,$-64.00,Swipe Transaction,61195,Henrico,VA,23228.0,5541,
7476456,2010-01-01 09:41:00,1733,5013,$4.07,Swipe Transaction,20519,Paducah,KY,42003.0,5942,
7476457,2010-01-01 09:41:00,1772,5918,$8.82,Swipe Transaction,12029,Rancho Cucamonga,CA,91730.0,5411,
7476458,2010-01-01 09:41:00,1791,4587,$20.08,Swipe Transaction,99340,Indianapolis,IN,46235.0,4121,
7476459,2010-01-01 09:42:00,509,3446,$8.48,Swipe Transaction,98374,Huntington,WV,25711.0,5411,
7476460,2010-01-01 09:42:00,566,3439,$13.60,Swipe Transaction,22204,Manning,SC,29102.0,5541,
7476461,2010-01-01 09:42:00,860,5412,$40.00,Swipe Transaction,27092,Silver Spring,MD,20901.0,4829,
7476462,2010-01-01 09:42:00,1052,5460,$2.32,Swipe Transaction,20519,Vallejo,CA,94591.0,5942,
7476464,2010-01-01 09:43:00,401,3004,$5.25,Swipe Transaction,61195,North Hollywood,CA,91605.0,5541,
7476465,2010-01-01 09:43:00,901,3729,$3.42,Swipe Transaction,83229,Pensacola,FL,32511.0,5411,
7476466,2010-01-01 09:43:00,1776,4938,$81.00,Swipe Transaction,61195,Nashport,OH,43830.0,5541,
7476467,2010-01-01 09:43:00,1782,4289,$2.55,Swipe Transaction,59935,Westminster,CA,92683.0,5499,
7476468,2010-01-01 09:43:00,1915,2113,$7.11,Swipe Transaction,75781,Monroe,NY,10950.0,5411,
7476469,2010-01-01 09:44:00,877,3877,$81.80,Swipe Transaction,96642,Mesa,AZ,85201.0,5912,
7476470,2010-01-01 09:44:00,1067,3016,$13.19,Swipe Transaction,5508,Derby,KS,67037.0,4121,
7476471,2010-01-01 09:44:00,1755,4126,$41.75,Online Transaction,39021,ONLINE,,,4784,
7476472,2010-01-01 09:44:00,1777,5014,$3.92,Swipe Transaction,25887,Annandale,VA,22003.0,5814,
7476473,2010-01-01 09:45:00,142,1046,$92.84,Swipe Transaction,99370,Cedar Park,TX,78613.0,5311,
7476474,2010-01-01 09:45:00,351,1112,$2.81,Swipe Transaction,78454,Flushing,NY,11355.0,5812,
7476475,2010-01-01 09:45:00,386,3673,$50.10,Swipe Transaction,3632,Worcester,MA,1602.0,7538,
7476476,2010-01-01 09:45:00,1771,5937,$77.00,Swipe Transaction,43293,Shingle Springs,CA,95682.0,5499,
7476477,2010-01-01 09:46:00,1296,80,$11.83,Swipe Transaction,20519,Sanford,FL,32773.0,5942,
7476479,2010-01-01 09:47:00,128,5048,$12.03,Swipe Transaction,50783,Houston,TX,77061.0,5411,
7476480,2010-01-01 09:47:00,831,4156,$30.31,Swipe Transaction,73661,Thackerville,OK,73459.0,7995,
7476481,2010-01-01 09:47:00,1250,5419,$2.72,Swipe Transaction,54562,Everett,PA,15537.0,5411,
7476482,2010-01-01 09:48:00,1718,4706,$42.95,Online Transaction,15143,ONLINE,,,4784,
7476483,2010-01-01 09:48:00,1776,4938,$-81.00,Swipe Transaction,61195,Nashport,OH,43830.0,5541,
7476484,2010-01-01 09:49:00,231,4221,$80.00,Swipe Transaction,27092,Newton Grove,NC,28366.0,4829,
7476485,2010-01-01 09:49:00,1403,5976,$36.78,Swipe Transaction,75227,Beaverdam,VA,23015.0,4121,
7476486,2010-01-01 09:49:00,1497,3655,$66.47,Swipe Transaction,86959,Springwater,NY,14560.0,5311,
7476487,2010-01-01 09:50:00,126,5872,$20.04,Swipe Transaction,32595,Little Rock,AR,72209.0,7538,
7476488,2010-01-01 09:50:00,357,5481,$69.72,Online Transaction,84682,ONLINE,,,4900,
7476489,2010-01-01 09:50:00,1305,2229,$9.07,Swipe Transaction,3668,Millington,TN,38053.0,5912,
7476490,2010-01-01 09:50:00,1725,2238,$64.00,Swipe Transaction,61195,Henrico,VA,23228.0,5541,
7476491,2010-01-01 09:51:00,1514,78,$1.79,Swipe Transaction,89024,Elyria,OH,44035.0,5812,
7476493,2010-01-01 09:52:00,177,1152,$183.35,Swipe Transaction,86616,Memphis,TN,38104.0,4814,
7476494,2010-01-01 09:52:00,683,5990,$2.18,Swipe Transaction,22938,Grampian,PA,16838.0,5812,
7476495,2010-01-01 09:52:00,1645,5878,$-80.00,Swipe Transaction,68671,Smith Center,KS,66967.0,5541,
7476496,2010-01-01 09:52:00,1771,5937,$61.69,Swipe Transaction,43293,Shingle Springs,CA,95682.0,5499,
7476498,2010-01-01 09:53:00,763,4993,$3.13,Swipe Transaction,45926,Philadelphia,PA,19103.0,5814,
7476499,2010-01-01 09:54:00,663,975,$9.44,Swipe Transaction,98374,Franklin,TN,37068.0,5411,
7476500,2010-01-01 09:54:00,772,3678,$2.05,Swipe Transaction,14528,Gresham,OR,97080.0,5499,
7476501,2010-01-01 09:54:00,1087,1029,$6.82,Swipe Transaction,22204,Stanford,KY,40484.0,5541,
7476502,2010-01-01 09:55:00,142,5140,$9.60,Swipe Transaction,50783,Elgin,TX,78621.0,5411,
7476503,2010-01-01 09:55:00,247,2137,$96.46,Swipe Transaction,50783,Lake Charles,LA,70605.0,5411,
7476506,2010-01-01 09:55:00,1645,5878,$80.00,Swipe Transaction,68671,Smith Center,KS,66967.0,5541,
7476507,2010-01-01 09:56:00,343,1091,$2.77,Swipe Transaction,28325,Manteca,CA,95337.0,5411,
7476508,2010-01-01 09:56:00,373,2817,$2.49,Swipe Transaction,69831,Grabill,IN,46741.0,5812,
7476509,2010-01-01 09:56:00,526,4522,$9.92,Swipe Transaction,75781,Miami,FL,33134.0,5411,
7476510,2010-01-01 09:56:00,1591,2056,$43.45,Swipe Transaction,22762,Omaha,NE,68108.0,7996,
7476511,2010-01-01 09:56:00,1855,5967,$11.83,Swipe Transaction,50867,San Jose,CA,95121.0,5541,
7476512,2010-01-01 09:56:00,1903,2973,$4.02,Swipe Transaction,9109,Seattle,WA,98117.0,5411,
7476514,2010-01-01 09:57:00,1269,4239,$8.49,Swipe Transaction,25887,Chicago,IL,60616.0,5814,
7476515,2010-01-01 09:57:00,1891,5047,$147.96,Online Transaction,65108,ONLINE,,,4899,
7476516,2010-01-01 09:58:00,373,2817,$1.31,Swipe Transaction,69831,Grabill,IN,46741.0,5812,Bad PIN
7476517,2010-01-01 09:58:00,1076,1021,$17.08,Swipe Transaction,61195,Fayetteville,NC,28306.0,5541,
7476518,2010-01-01 09:58:00,1797,1127,$-99.00,Swipe Transaction,59935,Kailua,HI,96734.0,5499,
7476519,2010-01-01 09:59:00,69,252,$1.09,Swipe Transaction,92527,Dover,OH,44622.0,5411,
7476521,2010-01-01 09:59:00,449,5894,$89.61,Swipe Transaction,64727,New Kensington,PA,15068.0,5300,
7476522,2010-01-01 09:59:00,699,4283,$4.11,Swipe Transaction,40892,Riverside,IA,52327.0,5812,
7476523,2010-01-01 09:59:00,773,2570,$23.59,Online Transaction,16798,ONLINE,,,4121,
7476524,2010-01-01 09:59:00,1080,2562,$0.98,Swipe Transaction,43293,Eastman,GA,31023.0,5499,
7476525,2010-01-01 09:59:00,1245,4498,$2.81,Swipe Transaction,50783,Gloucester,VA,23061.0,5411,
7476526,2010-01-01 09:59:00,1771,5937,$-77.00,Swipe Transaction,43293,Shingle Springs,CA,95682.0,5499,
7476527,2010-01-01 10:00:00,371,5495,$14.85,Swipe Transaction,59935,Richmond,VA,23226.0,5499,
7476528,2010-01-01 10:00:00,430,2860,$12.19,Swipe Transaction,46417,Crown Point,IN,46307.0,5411,
7476529,2010-01-01 10:00:00,652,4293,$2.38,Swipe Transaction,75781,Newington,CT,6111.0,5411,
7476530,2010-01-01 10:00:00,859,233,$75.08,Online Transaction,39021,ONLINE,,,4784,
7476532,2010-01-01 10:01:00,705,5359,$58.26,Online Transaction,15143,ONLINE,,,4784,
7476535,2010-01-01 10:02:00,132,230,$-88.00,Swipe Transaction,22204,Bradenton,FL,34207.0,5541,
7476536,2010-01-01 10:02:00,354,4518,$80.00,Swipe Transaction,27092,Pueblo,CO,81005.0,4829,
7476537,2010-01-01 10:02:00,545,5802,$8.68,Swipe Transaction,75936,East Peoria,IL,61611.0,5814,
7476538,2010-01-01 10:02:00,705,5359,$17.63,Swipe Transaction,75781,Walnut Creek,CA,94598.0,5411,
7476539,2010-01-01 10:02:00,757,5458,$11.31,Swipe Transaction,75936,Brooklyn,NY,11235.0,5814,
7476542,2010-01-01 10:02:00,1153,2021,$84.00,Swipe Transaction,22204,Aurora,CO,80013.0,5541,
7476543,2010-01-01 10:02:00,1168,3239,$75.63,Swipe Transaction,61195,Berkeley Heights,NJ,7922.0,5541,
7476545,2010-01-01 10:02:00,1385,3807,$204.59,Swipe Transaction,22204,Minneapolis,MN,55419.0,5541,
7476546,2010-01-01 10:02:00,1629,4290,$22.42,Online Transaction,39021,ONLINE,,,4784,
7476547,2010-01-01 10:02:00,1687,2509,$7.64,Swipe Transaction,50783,Albuquerque,NM,87120.0,5411,
7476548,2010-01-01 10:02:00,1817,2530,$140.00,Swipe Transaction,27092,Texas City,TX,77590.0,4829,
7476549,2010-01-01 10:03:00,363,5555,$8.16,Swipe Transaction,93391,Vatican City,Vatican City,,5812,
7476551,2010-01-01 10:03:00,520,2020,$2.94,Swipe Transaction,60600,Nanticoke,PA,18634.0,5499,
7476554,2010-01-01 10:03:00,1459,177,$-80.00,Swipe Transaction,43293,Albuquerque,NM,87121.0,5499,
7476555,2010-01-01 10:03:00,1519,2452,$2.28,Swipe Transaction,59935,Livingston,MT,59047.0,5499,
7476557,2010-01-01 10:04:00,119,5928,$7.48,Swipe Transaction,87625,Las Vegas,NV,89146.0,5812,
7476558,2010-01-01 10:04:00,1072,201,$-197.00,Swipe Transaction,51300,Taunton,MA,2780.0,3359,
7476559,2010-01-01 10:04:00,1168,3239,$61.00,Swipe Transaction,61195,Berkeley Heights,NJ,7922.0,5541,
7476560,2010-01-01 10:04:00,1221,4693,$147.76,Swipe Transaction,39991,Lincoln Park,MI,48146.0,3771,
7476563,2010-01-01 10:05:00,1782,2172,$-83.00,Swipe Transaction,59935,Westminster,CA,92683.0,5499,
7476564,2010-01-01 10:06:00,1314,1140,$80.00,Swipe Transaction,27092,New Braunfels,TX,78130.0,4829,
7476565,2010-01-01 10:07:00,132,230,$88.00,Swipe Transaction,22204,Bradenton,FL,34207.0,5541,
7476566,2010-01-01 10:07:00,373,2817,$5.44,Swipe Transaction,24504,Fort Wayne,IN,46803.0,4214,
7476567,2010-01-01 10:07:00,876,5773,$25.94,Swipe Transaction,61195,Depew,NY,14043.0,5541,
7476569,2010-01-01 10:07:00,1238,1195,$109.84,Swipe Transaction,61195,Arlington,VA,22203.0,5541,
7476570,2010-01-01 10:07:00,1595,2429,$26.69,Swipe Transaction,66428,Bronx,NY,10463.0,4121,
7476571,2010-01-01 10:07:00,1654,4276,$29.29,Swipe Transaction,82981,Naugatuck,CT,6770.0,5912,
7476572,2010-01-01 10:07:00,1942,2116,$3.63,Swipe Transaction,99237,New York,NY,10003.0,5912,
7476573,2010-01-01 10:08:00,511,2212,$81.68,Swipe Transaction,79927,Phoenix,AZ,85015.0,5912,
7476575,2010-01-01 10:08:00,1564,5925,$2.94,Swipe Transaction,14459,Amarillo,TX,79110.0,5812,
7476576,2010-01-01 10:08:00,1765,2913,$14.51,Swipe Transaction,44578,Augusta,GA,30906.0,5812,
7476577,2010-01-01 10:09:00,921,4675,$6.65,Swipe Transaction,2177,Sodus,NY,14551.0,5411,
7476578,2010-01-01 10:09:00,1102,2822,$79.86,Swipe Transaction,68671,Tulsa,OK,74137.0,5541,
7476579,2010-01-01 10:09:00,1391,5129,$44.47,Online Transaction,39021,ONLINE,,,4784,
7476580,2010-01-01 10:09:00,1782,2172,$83.00,Swipe Transaction,59935,Westminster,CA,92683.0,5499,
7476581,2010-01-01 10:10:00,634,3375,$86.59,Swipe Transaction,36934,Independence,OH,44131.0,7538,
7476582,2010-01-01 10:10:00,859,233,$1.68,Swipe Transaction,20519,Corinth,MS,38835.0,5942,
7476583,2010-01-01 10:10:00,1168,3239,$-61.00,Swipe Transaction,61195,Berkeley Heights,NJ,7922.0,5541,
7476584,2010-01-01 10:10:00,1221,4693,$-333.00,Swipe Transaction,39991,Lincoln Park,MI,48146.0,3771,
7476585,2010-01-01 10:10:00,1759,4232,$5.17,Swipe Transaction,10590,Oceanside,CA,92057.0,5812,
7476586,2010-01-01 10:11:00,652,2502,$49.58,Online Transaction,73186,ONLINE,,,4814,
7476587,2010-01-01 10:11:00,1080,2562,$21.60,Online Transaction,9932,ONLINE,,,5311,
7476588,2010-01-01 10:11:00,1581,5840,$14.09,Swipe Transaction,1108,Arnold,MO,63010.0,5812,
7476590,2010-01-01 10:12:00,123,227,$0.26,Swipe Transaction,20519,Newnan,GA,30263.0,5942,
7476591,2010-01-01 10:12:00,256,147,$15.43,Online Transaction,18563,ONLINE,,,4121,
7476592,2010-01-01 10:12:00,386,3673,$18.17,Online Transaction,16798,ONLINE,,,4121,
7476593,2010-01-01 10:12:00,1153,2021,$78.48,Swipe Transaction,22204,Aurora,CO,80013.0,5541,Insufficient Balance
7476594,2010-01-01 10:12:00,1520,3329,$16.02,Swipe Transaction,11468,San Francisco,CA,94133.0,5970,
7476595,2010-01-01 10:12:00,1560,5455,$19.52,Swipe Transaction,94683,Bancroft,IA,50517.0,5411,
7476596,2010-01-01 10:12:00,1881,4653,$4.82,Swipe Transaction,79098,Carleton,MI,48117.0,5812,
7476598,2010-01-01 10:13:00,457,5554,$108.41,Online Transaction,4802,ONLINE,,,4899,
7476599,2010-01-01 10:13:00,814,2955,$2.55,Swipe Transaction,83229,Palm Bay,FL,32907.0,5411,
7476600,2010-01-01 10:13:00,1102,2822,$59.00,Swipe Transaction,68671,Tulsa,OK,74137.0,5541,
7476601,2010-01-01 10:13:00,1153,2021,$100.00,Swipe Transaction,22204,Aurora,CO,80013.0,5541,
7476605,2010-01-01 10:15:00,779,2069,$0.85,Swipe Transaction,49192,Pottsboro,TX,75076.0,5411,
7476606,2010-01-01 10:15:00,1148,5804,$10.40,Swipe Transaction,44578,Philadelphia,PA,19145.0,5812,
7476607,2010-01-01 10:15:00,1300,156,$170.43,Swipe Transaction,74934,Oakland,CA,94606.0,3596,
7476608,2010-01-01 10:15:00,1782,2172,$38.22,Swipe Transaction,59935,Westminster,CA,92683.0,5499,
7476609,2010-01-01 10:16:00,321,5755,$2.60,Swipe Transaction,53635,Merrill,WI,54452.0,5411,
7476610,2010-01-01 10:16:00,683,5990,$3.35,Swipe Transaction,81444,State College,PA,16801.0,5411,
7476611,2010-01-01 10:16:00,1087,1029,$5.93,Swipe Transaction,20672,Stanford,KY,40484.0,5812,
7476612,2010-01-01 10:16:00,1591,2056,$17.65,Online Transaction,88998,ONLINE,,,4784,
7476613,2010-01-01 10:16:00,1909,1136,$2.03,Swipe Transaction,75781,Los Angeles,CA,90008.0,5411,
7476614,2010-01-01 10:17:00,132,230,$22.12,Swipe Transaction,22204,Bradenton,FL,34207.0,5541,
7476615,2010-01-01 10:17:00,474,2493,$162.84,Swipe Transaction,9937,Williston Park,NY,11596.0,4900,
7476616,2010-01-01 10:17:00,1060,4291,$1.47,Swipe Transaction,86438,Indianapolis,IN,46221.0,5499,
7476617,2010-01-01 10:17:00,1153,2021,$78.48,Swipe Transaction,22204,Aurora,CO,80013.0,5541,Insufficient Balance
7476619,2010-01-01 10:17:00,1497,3655,$5.07,Swipe Transaction,26810,Phelps,NY,14532.0,5541,
7476620,2010-01-01 10:17:00,1957,5483,$96.85,Swipe Transaction,24823,Woodland Hills,CA,91364.0,7538,
7476621,2010-01-01 10:18:00,212,2418,$1.43,Swipe Transaction,59935,Dallas,TX,75227.0,5499,
7476622,2010-01-01 10:18:00,278,3919,$4.76,Swipe Transaction,87625,Houston,TX,77056.0,5812,
7476623,2010-01-01 10:18:00,452,4249,$8.11,Swipe Transaction,16058,Houston,TX,77096.0,5812,
7476624,2010-01-01 10:18:00,876,5773,$59.00,Swipe Transaction,61195,Depew,NY,14043.0,5541,
7476625,2010-01-01 10:18:00,1083,3447,$5.62,Swipe Transaction,23481,Ashland,KY,41102.0,5812,
7476626,2010-01-01 10:18:00,1300,156,$-320.00,Swipe Transaction,74934,Oakland,CA,94606.0,3596,
7476627,2010-01-01 10:18:00,1407,5966,$60.80,Swipe Transaction,69956,Bessemer,AL,35023.0,5310,
7476629,2010-01-01 10:19:00,676,3910,$-393.00,Swipe Transaction,52923,Oklahoma City,OK,73119.0,3504,
7476630,2010-01-01 10:19:00,744,4571,$123.29,Online Transaction,87530,ONLINE,,,4900,
7476632,2010-01-01 10:19:00,1153,2021,$-100.00,Swipe Transaction,22204,Aurora,CO,80013.0,5541,
7476634,2010-01-01 10:19:00,1503,4274,$20.08,Swipe Transaction,13683,Montgomery,AL,36111.0,5411,
7476636,2010-01-01 10:20:00,699,3875,$14.86,Swipe Transaction,40892,Riverside,IA,52327.0,5812,
7476638,2010-01-01 10:20:00,1072,201,$138.82,Swipe Transaction,51300,Taunton,MA,2780.0,3359,
7476640,2010-01-01 10:21:00,672,5001,$3.05,Swipe Transaction,61195,Minneapolis,MN,55432.0,5541,
7476641,2010-01-01 10:21:00,676,3910,$249.96,Swipe Transaction,52923,Oklahoma City,OK,73119.0,3504,
7476643,2010-01-01 10:21:00,1153,2021,$-84.00,Swipe Transaction,22204,Aurora,CO,80013.0,5541,
7476644,2010-01-01 10:21:00,1198,2804,$3.00,Swipe Transaction,36628,Gonzales,TX,78629.0,5411,
7476646,2010-01-01 10:21:00,1452,3801,$5.15,Swipe Transaction,59935,Houston,TX,77056.0,5499,
7476647,2010-01-01 10:21:00,1495,4941,$13.29,Swipe Transaction,46284,Indianapolis,IN,46259.0,5411,
7476648,2010-01-01 10:22:00,1102,2822,$-59.00,Swipe Transaction,68671,Tulsa,OK,74137.0,5541,
7476649,2010-01-01 10:22:00,1763,4297,$2.52,Swipe Transaction,25887,Minneapolis,MN,55429.0,5814,
7476650,2010-01-01 10:23:00,1123,3010,$4.37,Swipe Transaction,43293,Laurinburg,NC,28352.0,5499,
7476652,2010-01-01 10:24:00,47,5080,$2.64,Swipe Transaction,75936,Huntington,WV,25704.0,5814,
7476653,2010-01-01 10:24:00,1173,3214,$64.73,Swipe Transaction,90709,Casper,WY,82604.0,7538,
7476655,2010-01-01 10:25:00,1080,2562,$1.00,Swipe Transaction,88646,Centerville,GA,31028.0,5812,
7476656,2010-01-01 10:26:00,658,5548,$35.64,Online Transaction,50404,ONLINE,,,4784,
7476657,2010-01-01 10:26:00,876,5773,$-59.00,Swipe Transaction,61195,Depew,NY,14043.0,5541,
7476658,2010-01-01 10:26:00,940,2047,$11.46,Swipe Transaction,77627,Pembroke Pines,FL,33028.0,5812,
7476660,2010-01-01 10:26:00,1459,177,$43.26,Swipe Transaction,43293,Albuquerque,NM,87121.0,5499,
7476661,2010-01-01 10:27:00,674,5348,$3.45,Swipe Transaction,75781,San Diego,CA,92105.0,5411,
7476662,2010-01-01 10:27:00,1168,3239,$108.78,Swipe Transaction,94123,Morris Plains,NJ,7950.0,5310,
7476664,2010-01-01 10:28:00,1403,2830,$39.15,Online Transaction,16798,ONLINE,,,4121,
7476665,2010-01-01 10:28:00,1459,177,$80.00,Swipe Transaction,43293,Albuquerque,NM,87121.0,5499,
7476666,2010-01-01 10:29:00,1052,5460,$59.15,Swipe Transaction,93910,Pinole,CA,94564.0,7538,
7476667,2010-01-01 10:29:00,1069,5167,$21.92,Swipe Transaction,24823,Mount Holly,NC,28120.0,7538,
7476668,2010-01-01 10:29:00,1227,122,$9.10,Swipe Transaction,61195,Plymouth,MI,48170.0,5541,
7476669,2010-01-01 10:29:00,1498,999,$2.36,Swipe Transaction,50783,Williamstown,NJ,8094.0,5411,
7476670,2010-01-01 10:29:00,1648,1187,$3.00,Swipe Transaction,14528,Mendham,NJ,7945.0,5499,
7476671,2010-01-01 10:30:00,699,4283,$6.22,Swipe Transaction,67390,Rowley,IA,52329.0,5814,
7476672,2010-01-01 10:30:00,984,3836,$140.00,Swipe Transaction,27092,Kissimmee,FL,34746.0,4829,
7476675,2010-01-01 10:31:00,1254,1055,$9.86,Swipe Transaction,26445,Georgetown,IL,61846.0,5310,
7476676,2010-01-01 10:31:00,1583,3385,$12.90,Swipe Transaction,75936,Mount Joy,PA,17552.0,5814,
7476677,2010-01-01 10:32:00,408,2515,$16.07,Swipe Transaction,96049,Birchwood,WI,54817.0,5541,Technical Glitch
7476679,2010-01-01 10:32:00,1098,5179,$13.57,Swipe Transaction,50867,Hawarden,IA,51023.0,5541,
7476680,2010-01-01 10:32:00,1150,4672,$24.37,Swipe Transaction,19464,Hurst,TX,76054.0,5812,
7476681,2010-01-01 10:32:00,1519,2476,$1.44,Swipe Transaction,59935,Livingston,MT,59047.0,5499,
7476682,2010-01-01 10:32:00,1789,5130,$2.65,Swipe Transaction,19655,Ferdinand,IN,47532.0,5411,
7476683,2010-01-01 10:33:00,13,4270,$8.76,Swipe Transaction,92542,Fort Knox,KY,40121.0,5813,
7476685,2010-01-01 10:33:00,1184,4202,$25.96,Swipe Transaction,55060,Fremont,CA,94536.0,5812,
7476686,2010-01-01 10:33:00,1644,3001,$5.18,Swipe Transaction,44625,Westminster,SC,29693.0,5812,
7476687,2010-01-01 10:34:00,820,5040,$9.02,Swipe Transaction,59199,Barnstable,MA,2630.0,5814,
7476689,2010-01-01 10:35:00,231,2474,$10.28,Swipe Transaction,22204,Fayetteville,NC,28314.0,5541,
7476690,2010-01-01 10:35:00,362,5474,$16.09,Swipe Transaction,87559,Las Vegas,NV,89118.0,5411,
7476691,2010-01-01 10:35:00,468,5532,$171.90,Swipe Transaction,96958,Iowa City,IA,52240.0,4900,
7476692,2010-01-01 10:35:00,549,2588,$-295.00,Swipe Transaction,39991,Lincoln Park,MI,48146.0,3771,
7476693,2010-01-01 10:35:00,884,2237,$39.89,Swipe Transaction,86410,Grand Rapids,MI,49546.0,5211,
7476694,2010-01-01 10:35:00,1083,5173,$5.44,Swipe Transaction,54041,Ashland,KY,41102.0,5411,
7476696,2010-01-01 10:35:00,1507,4671,$116.55,Online Transaction,65108,ONLINE,,,4899,
7476697,2010-01-01 10:35:00,1742,5869,$1.02,Swipe Transaction,35451,Rossville,IN,46065.0,5812,
7476698,2010-01-01 10:36:00,256,2850,$13.43,Swipe Transaction,36869,Zebulon,NC,27597.0,5812,
7476699,2010-01-01 10:36:00,557,5570,$1.18,Swipe Transaction,14528,Canton,NC,28716.0,5499,
7476700,2010-01-01 10:36:00,1006,4723,$76.87,Swipe Transaction,22204,La Porte,IN,46350.0,5541,
7476701,2010-01-01 10:36:00,1495,2099,$8.57,Swipe Transaction,46284,Indianapolis,IN,46259.0,5411,
7476703,2010-01-01 10:37:00,115,38,$162.76,Swipe Transaction,59951,Browntown,WI,53522.0,7538,
7476704,2010-01-01 10:37:00,363,5555,$11.66,Swipe Transaction,93391,Vatican City,Vatican City,,5812,
7476705,2010-01-01 10:37:00,663,975,$88.15,Swipe Transaction,602,Franklin,TN,37067.0,5300,
7476706,2010-01-01 10:37:00,679,2894,$10.95,Swipe Transaction,11468,Halifax,PA,17032.0,5970,
7476707,2010-01-01 10:37:00,1451,5530,$3.97,Swipe Transaction,22849,Los Angeles,CA,90086.0,5411,
7476708,2010-01-01 10:37:00,1740,5885,$15.59,Swipe Transaction,22938,Mukwonago,WI,53149.0,5812,
7476709,2010-01-01 10:37:00,1741,3025,$35.44,Swipe Transaction,59935,Tucson,AZ,85711.0,5499,
7476710,2010-01-01 10:38:00,321,5755,$4.06,Swipe Transaction,25717,Mosinee,WI,54455.0,5812,
7476711,2010-01-01 10:38:00,394,4717,$32.17,Online Transaction,18563,ONLINE,,,4121,
7476712,2010-01-01 10:38:00,592,5946,$80.00,Swipe Transaction,27092,Hendersonville,NC,28792.0,4829,
7476713,2010-01-01 10:38:00,619,5,$8.43,Swipe Transaction,35451,Rochester,MN,55901.0,5812,
